# Virtual Automated Threat Hunting Console - emulated packet header log
# Simulation only: no live packets were captured or routed.
# target_ip=192.168.50.23 target_mac=28:6c:07:aa:11:09 target_hostname=mimo-phone
# generated_at=2026-05-25T17:55:01.861+00:00
ts=2026-05-25T17:55:01.859+00:00 | frame_id=1 | src_ip=192.168.50.10 | dst_ip=17.253.144.10 | src_mac=8c:85:90:4a:2f:11 | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=58187 | dst_port=443 | flags=TLS_CLIENT_HELLO | payload=encrypted_tls_session
ts=2026-05-25T17:55:01.858+00:00 | frame_id=15 | src_ip=192.168.50.23 | dst_ip=8.8.8.8 | src_mac=28:6c:07:aa:11:09 | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=52536 | dst_port=5223 | flags=PUSH_SERVICE | payload=apple_push_keepalive
ts=2026-05-25T17:55:01.859+00:00 | frame_id=16 | src_ip=192.168.50.31 | dst_ip=8.8.8.8 | src_mac=3c:5a:b4:77:80:ef | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=55777 | dst_port=443 | flags=TLS_CLIENT_HELLO | payload=encrypted_tls_session
ts=2026-05-25T17:55:01.859+00:00 | frame_id=17 | src_ip=192.168.50.44 | dst_ip=142.250.72.238 | src_mac=b8:27:eb:0a:13:7b | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=64301 | dst_port=5228 | flags=PUSH_SERVICE | payload=google_fcm_keepalive
ts=2026-05-25T17:55:01.859+00:00 | frame_id=18 | src_ip=192.168.50.23 | dst_ip=224.0.0.251 | src_mac=28:6c:07:aa:11:09 | dst_mac=01:00:5e:00:00:fb | protocol=UDP | src_port=57297 | dst_port=123 | flags=NTP_SYNC | payload=time_sync
ts=2026-05-25T17:55:01.859+00:00 | frame_id=19 | src_ip=192.168.50.24 | dst_ip=142.250.72.238 | src_mac=f8:ff:c2:19:da:21 | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=62189 | dst_port=5223 | flags=PUSH_SERVICE | payload=apple_push_keepalive
ts=2026-05-25T17:55:01.859+00:00 | frame_id=20 | src_ip=192.168.50.10 | dst_ip=17.253.144.10 | src_mac=8c:85:90:4a:2f:11 | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=55790 | dst_port=443 | flags=TLS_CLIENT_HELLO | payload=encrypted_tls_session
ts=2026-05-25T17:55:01.858+00:00 | frame_id=21 | src_ip=192.168.50.24 | dst_ip=1.1.1.1 | src_mac=f8:ff:c2:19:da:21 | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=54523 | dst_port=5228 | flags=PUSH_SERVICE | payload=google_fcm_keepalive
ts=2026-05-25T17:55:01.859+00:00 | frame_id=22 | src_ip=192.168.50.44 | dst_ip=224.0.0.251 | src_mac=b8:27:eb:0a:13:7b | dst_mac=01:00:5e:00:00:fb | protocol=UDP | src_port=60026 | dst_port=5353 | flags=MDNS | payload=local_service_discovery
ts=2026-05-25T17:55:01.858+00:00 | frame_id=23 | src_ip=192.168.50.24 | dst_ip=8.8.8.8 | src_mac=f8:ff:c2:19:da:21 | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=60824 | dst_port=5223 | flags=PUSH_SERVICE | payload=apple_push_keepalive
ts=2026-05-25T17:55:01.858+00:00 | frame_id=24 | src_ip=192.168.50.23 | dst_ip=1.1.1.1 | src_mac=28:6c:07:aa:11:09 | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=58023 | dst_port=443 | flags=TLS_CLIENT_HELLO | payload=encrypted_tls_session
ts=2026-05-25T17:55:01.859+00:00 | frame_id=25 | src_ip=192.168.50.10 | dst_ip=8.8.8.8 | src_mac=8c:85:90:4a:2f:11 | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=53775 | dst_port=5223 | flags=PUSH_SERVICE | payload=apple_push_keepalive
ts=2026-05-25T17:55:01.858+00:00 | frame_id=26 | src_ip=192.168.50.23 | dst_ip=8.8.8.8 | src_mac=28:6c:07:aa:11:09 | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=51394 | dst_port=5223 | flags=PUSH_SERVICE | payload=apple_push_keepalive
ts=2026-05-25T17:55:01.859+00:00 | frame_id=27 | src_ip=192.168.50.31 | dst_ip=1.1.1.1 | src_mac=3c:5a:b4:77:80:ef | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=58772 | dst_port=5223 | flags=PUSH_SERVICE | payload=apple_push_keepalive
ts=2026-05-25T17:55:01.859+00:00 | frame_id=28 | src_ip=192.168.50.24 | dst_ip=224.0.0.251 | src_mac=f8:ff:c2:19:da:21 | dst_mac=01:00:5e:00:00:fb | protocol=UDP | src_port=49770 | dst_port=53 | flags=DNS_QUERY | payload=resolver_lookup_background_sync
ts=2026-05-25T17:55:01.859+00:00 | frame_id=29 | src_ip=192.168.50.23 | dst_ip=224.0.0.251 | src_mac=28:6c:07:aa:11:09 | dst_mac=01:00:5e:00:00:fb | protocol=UDP | src_port=59105 | dst_port=5353 | flags=MDNS | payload=local_service_discovery
ts=2026-05-25T17:55:01.859+00:00 | frame_id=30 | src_ip=192.168.50.24 | dst_ip=142.250.72.238 | src_mac=f8:ff:c2:19:da:21 | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=57005 | dst_port=5228 | flags=PUSH_SERVICE | payload=google_fcm_keepalive
ts=2026-05-25T17:55:01.858+00:00 | frame_id=31 | src_ip=192.168.50.23 | dst_ip=142.250.72.238 | src_mac=28:6c:07:aa:11:09 | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=52275 | dst_port=5223 | flags=PUSH_SERVICE | payload=apple_push_keepalive
ts=2026-05-25T17:55:01.858+00:00 | frame_id=32 | src_ip=192.168.50.24 | dst_ip=142.250.72.238 | src_mac=f8:ff:c2:19:da:21 | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=57804 | dst_port=5223 | flags=PUSH_SERVICE | payload=apple_push_keepalive
ts=2026-05-25T17:55:01.859+00:00 | frame_id=33 | src_ip=192.168.50.23 | dst_ip=8.8.8.8 | src_mac=28:6c:07:aa:11:09 | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=63194 | dst_port=443 | flags=TLS_CLIENT_HELLO | payload=encrypted_tls_session
ts=2026-05-25T17:55:01.859+00:00 | frame_id=34 | src_ip=192.168.50.44 | dst_ip=192.168.50.1 | src_mac=b8:27:eb:0a:13:7b | dst_mac=44:65:0d:10:20:01 | protocol=UDP | src_port=57304 | dst_port=123 | flags=NTP_SYNC | payload=time_sync
ts=2026-05-25T17:55:01.858+00:00 | frame_id=35 | src_ip=192.168.50.31 | dst_ip=1.1.1.1 | src_mac=3c:5a:b4:77:80:ef | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=58481 | dst_port=443 | flags=TLS_CLIENT_HELLO | payload=encrypted_tls_session
ts=2026-05-25T17:55:01.859+00:00 | frame_id=36 | src_ip=192.168.50.23 | dst_ip=224.0.0.251 | src_mac=28:6c:07:aa:11:09 | dst_mac=01:00:5e:00:00:fb | protocol=UDP | src_port=57410 | dst_port=123 | flags=NTP_SYNC | payload=time_sync
ts=2026-05-25T17:55:01.859+00:00 | frame_id=37 | src_ip=192.168.50.31 | dst_ip=8.8.8.8 | src_mac=3c:5a:b4:77:80:ef | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=51860 | dst_port=443 | flags=TLS_CLIENT_HELLO | payload=encrypted_tls_session
ts=2026-05-25T17:55:01.858+00:00 | frame_id=38 | src_ip=192.168.50.23 | dst_ip=17.253.144.10 | src_mac=28:6c:07:aa:11:09 | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=54483 | dst_port=5223 | flags=PUSH_SERVICE | payload=apple_push_keepalive
ts=2026-05-25T17:55:01.858+00:00 | frame_id=39 | src_ip=192.168.50.23 | dst_ip=224.0.0.251 | src_mac=28:6c:07:aa:11:09 | dst_mac=01:00:5e:00:00:fb | protocol=UDP | src_port=50503 | dst_port=123 | flags=NTP_SYNC | payload=time_sync
ts=2026-05-25T17:55:01.859+00:00 | frame_id=40 | src_ip=192.168.50.44 | dst_ip=224.0.0.251 | src_mac=b8:27:eb:0a:13:7b | dst_mac=01:00:5e:00:00:fb | protocol=UDP | src_port=58702 | dst_port=5353 | flags=MDNS | payload=local_service_discovery
ts=2026-05-25T17:55:01.859+00:00 | frame_id=41 | src_ip=192.168.50.44 | dst_ip=142.250.72.238 | src_mac=b8:27:eb:0a:13:7b | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=53652 | dst_port=443 | flags=TLS_CLIENT_HELLO | payload=encrypted_tls_session
ts=2026-05-25T17:55:01.858+00:00 | frame_id=42 | src_ip=192.168.50.23 | dst_ip=1.1.1.1 | src_mac=28:6c:07:aa:11:09 | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=55323 | dst_port=5228 | flags=PUSH_SERVICE | payload=google_fcm_keepalive
ts=2026-05-25T17:55:01.858+00:00 | frame_id=43 | src_ip=192.168.50.44 | dst_ip=8.8.8.8 | src_mac=b8:27:eb:0a:13:7b | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=55391 | dst_port=443 | flags=TLS_CLIENT_HELLO | payload=encrypted_tls_session
ts=2026-05-25T17:55:01.858+00:00 | frame_id=44 | src_ip=192.168.50.23 | dst_ip=224.0.0.251 | src_mac=28:6c:07:aa:11:09 | dst_mac=01:00:5e:00:00:fb | protocol=UDP | src_port=65065 | dst_port=123 | flags=NTP_SYNC | payload=time_sync
ts=2026-05-25T17:55:01.858+00:00 | frame_id=45 | src_ip=192.168.50.23 | dst_ip=224.0.0.251 | src_mac=28:6c:07:aa:11:09 | dst_mac=01:00:5e:00:00:fb | protocol=UDP | src_port=57335 | dst_port=123 | flags=NTP_SYNC | payload=time_sync
ts=2026-05-25T17:55:01.859+00:00 | frame_id=46 | src_ip=192.168.50.23 | dst_ip=142.250.72.238 | src_mac=28:6c:07:aa:11:09 | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=51687 | dst_port=5223 | flags=PUSH_SERVICE | payload=apple_push_keepalive
ts=2026-05-25T17:55:01.858+00:00 | frame_id=47 | src_ip=192.168.50.24 | dst_ip=224.0.0.251 | src_mac=f8:ff:c2:19:da:21 | dst_mac=01:00:5e:00:00:fb | protocol=UDP | src_port=53253 | dst_port=123 | flags=NTP_SYNC | payload=time_sync
ts=2026-05-25T17:55:01.858+00:00 | frame_id=48 | src_ip=192.168.50.24 | dst_ip=1.1.1.1 | src_mac=f8:ff:c2:19:da:21 | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=49270 | dst_port=5223 | flags=PUSH_SERVICE | payload=apple_push_keepalive
ts=2026-05-25T17:55:01.858+00:00 | frame_id=49 | src_ip=192.168.50.31 | dst_ip=224.0.0.251 | src_mac=3c:5a:b4:77:80:ef | dst_mac=01:00:5e:00:00:fb | protocol=UDP | src_port=56776 | dst_port=5353 | flags=MDNS | payload=local_service_discovery
ts=2026-05-25T17:55:01.858+00:00 | frame_id=50 | src_ip=192.168.50.10 | dst_ip=192.168.50.1 | src_mac=8c:85:90:4a:2f:11 | dst_mac=44:65:0d:10:20:01 | protocol=UDP | src_port=64877 | dst_port=53 | flags=DNS_QUERY | payload=resolver_lookup_background_sync
ts=2026-05-25T17:55:01.858+00:00 | frame_id=51 | src_ip=192.168.50.24 | dst_ip=8.8.8.8 | src_mac=f8:ff:c2:19:da:21 | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=53567 | dst_port=5223 | flags=PUSH_SERVICE | payload=apple_push_keepalive
ts=2026-05-25T17:55:01.858+00:00 | frame_id=52 | src_ip=192.168.50.31 | dst_ip=8.8.8.8 | src_mac=3c:5a:b4:77:80:ef | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=57924 | dst_port=5223 | flags=PUSH_SERVICE | payload=apple_push_keepalive
ts=2026-05-25T17:55:01.858+00:00 | frame_id=53 | src_ip=192.168.50.24 | dst_ip=192.168.50.1 | src_mac=f8:ff:c2:19:da:21 | dst_mac=44:65:0d:10:20:01 | protocol=UDP | src_port=64674 | dst_port=53 | flags=DNS_QUERY | payload=resolver_lookup_background_sync
ts=2026-05-25T17:55:01.859+00:00 | frame_id=54 | src_ip=192.168.50.23 | dst_ip=192.168.50.1 | src_mac=28:6c:07:aa:11:09 | dst_mac=44:65:0d:10:20:01 | protocol=UDP | src_port=55846 | dst_port=123 | flags=NTP_SYNC | payload=time_sync
ts=2026-05-25T17:55:01.859+00:00 | frame_id=55 | src_ip=192.168.50.10 | dst_ip=17.253.144.10 | src_mac=8c:85:90:4a:2f:11 | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=59661 | dst_port=5228 | flags=PUSH_SERVICE | payload=google_fcm_keepalive
ts=2026-05-25T17:55:01.858+00:00 | frame_id=56 | src_ip=192.168.50.23 | dst_ip=192.168.50.1 | src_mac=28:6c:07:aa:11:09 | dst_mac=44:65:0d:10:20:01 | protocol=UDP | src_port=62907 | dst_port=53 | flags=DNS_QUERY | payload=resolver_lookup_background_sync
ts=2026-05-25T17:55:01.858+00:00 | frame_id=57 | src_ip=192.168.50.10 | dst_ip=8.8.8.8 | src_mac=8c:85:90:4a:2f:11 | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=63985 | dst_port=5228 | flags=PUSH_SERVICE | payload=google_fcm_keepalive
ts=2026-05-25T17:55:01.859+00:00 | frame_id=58 | src_ip=192.168.50.23 | dst_ip=142.250.72.238 | src_mac=28:6c:07:aa:11:09 | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=51112 | dst_port=443 | flags=TLS_CLIENT_HELLO | payload=encrypted_tls_session
ts=2026-05-25T17:55:01.858+00:00 | frame_id=59 | src_ip=192.168.50.31 | dst_ip=224.0.0.251 | src_mac=3c:5a:b4:77:80:ef | dst_mac=01:00:5e:00:00:fb | protocol=UDP | src_port=50650 | dst_port=5353 | flags=MDNS | payload=local_service_discovery
ts=2026-05-25T17:55:01.859+00:00 | frame_id=60 | src_ip=192.168.50.24 | dst_ip=17.253.144.10 | src_mac=f8:ff:c2:19:da:21 | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=51607 | dst_port=5223 | flags=PUSH_SERVICE | payload=apple_push_keepalive
ts=2026-05-25T17:55:01.858+00:00 | frame_id=61 | src_ip=192.168.50.23 | dst_ip=192.168.50.1 | src_mac=28:6c:07:aa:11:09 | dst_mac=44:65:0d:10:20:01 | protocol=UDP | src_port=51704 | dst_port=53 | flags=DNS_QUERY | payload=resolver_lookup_background_sync
ts=2026-05-25T17:55:01.858+00:00 | frame_id=62 | src_ip=192.168.50.23 | dst_ip=142.250.72.238 | src_mac=28:6c:07:aa:11:09 | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=61664 | dst_port=5228 | flags=PUSH_SERVICE | payload=google_fcm_keepalive
ts=2026-05-25T17:55:01.859+00:00 | frame_id=63 | src_ip=192.168.50.10 | dst_ip=224.0.0.251 | src_mac=8c:85:90:4a:2f:11 | dst_mac=01:00:5e:00:00:fb | protocol=UDP | src_port=50202 | dst_port=123 | flags=NTP_SYNC | payload=time_sync
ts=2026-05-25T17:55:01.858+00:00 | frame_id=64 | src_ip=192.168.50.23 | dst_ip=192.168.50.1 | src_mac=28:6c:07:aa:11:09 | dst_mac=44:65:0d:10:20:01 | protocol=UDP | src_port=53736 | dst_port=53 | flags=DNS_QUERY | payload=resolver_lookup_background_sync
ts=2026-05-25T17:55:01.859+00:00 | frame_id=65 | src_ip=192.168.50.23 | dst_ip=198.51.100.23 | src_mac=28:6c:07:aa:11:09 | dst_mac=44:65:0d:10:20:01 | protocol=HTTP | src_port=62179 | dst_port=80 | flags=PLAINTEXT_POST | payload=device_log=healthcheck user_agent=mimo-client transport=http compliance=unencrypted
ts=2026-05-25T17:55:01.859+00:00 | frame_id=66 | src_ip=192.168.50.44 | dst_ip=1.1.1.1 | src_mac=b8:27:eb:0a:13:7b | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=58272 | dst_port=443 | flags=TLS_CLIENT_HELLO | payload=encrypted_tls_session
ts=2026-05-25T17:55:01.858+00:00 | frame_id=67 | src_ip=192.168.50.23 | dst_ip=8.8.8.8 | src_mac=28:6c:07:aa:11:09 | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=55014 | dst_port=443 | flags=TLS_CLIENT_HELLO | payload=encrypted_tls_session
ts=2026-05-25T17:55:01.858+00:00 | frame_id=68 | src_ip=192.168.50.23 | dst_ip=142.250.72.238 | src_mac=28:6c:07:aa:11:09 | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=58762 | dst_port=443 | flags=TLS_CLIENT_HELLO | payload=encrypted_tls_session
ts=2026-05-25T17:55:01.858+00:00 | frame_id=69 | src_ip=192.168.50.24 | dst_ip=192.168.50.1 | src_mac=f8:ff:c2:19:da:21 | dst_mac=44:65:0d:10:20:01 | protocol=UDP | src_port=49879 | dst_port=5353 | flags=MDNS | payload=local_service_discovery
ts=2026-05-25T17:55:01.858+00:00 | frame_id=70 | src_ip=192.168.50.31 | dst_ip=192.168.50.1 | src_mac=3c:5a:b4:77:80:ef | dst_mac=44:65:0d:10:20:01 | protocol=UDP | src_port=51579 | dst_port=123 | flags=NTP_SYNC | payload=time_sync
ts=2026-05-25T17:55:01.858+00:00 | frame_id=71 | src_ip=192.168.50.23 | dst_ip=192.168.50.1 | src_mac=28:6c:07:aa:11:09 | dst_mac=44:65:0d:10:20:01 | protocol=UDP | src_port=54445 | dst_port=53 | flags=DNS_QUERY | payload=resolver_lookup_background_sync
ts=2026-05-25T17:55:01.858+00:00 | frame_id=72 | src_ip=192.168.50.31 | dst_ip=17.253.144.10 | src_mac=3c:5a:b4:77:80:ef | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=61141 | dst_port=5223 | flags=PUSH_SERVICE | payload=apple_push_keepalive
ts=2026-05-25T17:55:01.858+00:00 | frame_id=73 | src_ip=192.168.50.31 | dst_ip=8.8.8.8 | src_mac=3c:5a:b4:77:80:ef | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=58615 | dst_port=5223 | flags=PUSH_SERVICE | payload=apple_push_keepalive
ts=2026-05-25T17:55:01.859+00:00 | frame_id=74 | src_ip=192.168.50.23 | dst_ip=142.250.72.238 | src_mac=28:6c:07:aa:11:09 | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=52712 | dst_port=5228 | flags=PUSH_SERVICE | payload=google_fcm_keepalive
ts=2026-05-25T17:55:01.859+00:00 | frame_id=75 | src_ip=192.168.50.23 | dst_ip=224.0.0.251 | src_mac=28:6c:07:aa:11:09 | dst_mac=01:00:5e:00:00:fb | protocol=UDP | src_port=56023 | dst_port=123 | flags=NTP_SYNC | payload=time_sync
ts=2026-05-25T17:55:01.858+00:00 | frame_id=76 | src_ip=192.168.50.44 | dst_ip=142.250.72.238 | src_mac=b8:27:eb:0a:13:7b | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=53049 | dst_port=5223 | flags=PUSH_SERVICE | payload=apple_push_keepalive
ts=2026-05-25T17:55:01.859+00:00 | frame_id=77 | src_ip=192.168.50.23 | dst_ip=8.8.8.8 | src_mac=28:6c:07:aa:11:09 | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=50759 | dst_port=5223 | flags=PUSH_SERVICE | payload=apple_push_keepalive
ts=2026-05-25T17:55:01.858+00:00 | frame_id=78 | src_ip=192.168.50.24 | dst_ip=8.8.8.8 | src_mac=f8:ff:c2:19:da:21 | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=55502 | dst_port=5223 | flags=PUSH_SERVICE | payload=apple_push_keepalive
ts=2026-05-25T17:55:01.858+00:00 | frame_id=79 | src_ip=192.168.50.24 | dst_ip=192.168.50.1 | src_mac=f8:ff:c2:19:da:21 | dst_mac=44:65:0d:10:20:01 | protocol=UDP | src_port=62666 | dst_port=5353 | flags=MDNS | payload=local_service_discovery
ts=2026-05-25T17:55:01.858+00:00 | frame_id=80 | src_ip=192.168.50.31 | dst_ip=224.0.0.251 | src_mac=3c:5a:b4:77:80:ef | dst_mac=01:00:5e:00:00:fb | protocol=UDP | src_port=55148 | dst_port=5353 | flags=MDNS | payload=local_service_discovery
ts=2026-05-25T17:55:01.858+00:00 | frame_id=81 | src_ip=192.168.50.31 | dst_ip=8.8.8.8 | src_mac=3c:5a:b4:77:80:ef | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=62434 | dst_port=5228 | flags=PUSH_SERVICE | payload=google_fcm_keepalive
ts=2026-05-25T17:55:01.858+00:00 | frame_id=82 | src_ip=192.168.50.31 | dst_ip=192.168.50.1 | src_mac=3c:5a:b4:77:80:ef | dst_mac=44:65:0d:10:20:01 | protocol=UDP | src_port=55369 | dst_port=123 | flags=NTP_SYNC | payload=time_sync
ts=2026-05-25T17:55:01.859+00:00 | frame_id=83 | src_ip=192.168.50.77 | dst_ip=255.255.255.255 | src_mac=de:ad:be:ef:13:37 | dst_mac=ff:ff:ff:ff:ff:ff | protocol=ARP | src_port=- | dst_port=- | flags=GRATUITOUS_ARP_REPLY | payload=diagnostic_event=unauthorized_gateway_claim claimed_ip=192.168.50.1 claimed_mac=de:ad:be:ef:13:37
ts=2026-05-25T17:55:01.859+00:00 | frame_id=84 | src_ip=192.168.50.31 | dst_ip=17.253.144.10 | src_mac=3c:5a:b4:77:80:ef | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=49402 | dst_port=5228 | flags=PUSH_SERVICE | payload=google_fcm_keepalive
ts=2026-05-25T17:55:01.859+00:00 | frame_id=85 | src_ip=192.168.50.24 | dst_ip=224.0.0.251 | src_mac=f8:ff:c2:19:da:21 | dst_mac=01:00:5e:00:00:fb | protocol=UDP | src_port=54447 | dst_port=123 | flags=NTP_SYNC | payload=time_sync
ts=2026-05-25T17:55:01.859+00:00 | frame_id=86 | src_ip=192.168.50.23 | dst_ip=1.1.1.1 | src_mac=28:6c:07:aa:11:09 | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=53659 | dst_port=5228 | flags=PUSH_SERVICE | payload=google_fcm_keepalive
ts=2026-05-25T17:55:01.859+00:00 | frame_id=87 | src_ip=192.168.50.44 | dst_ip=142.250.72.238 | src_mac=b8:27:eb:0a:13:7b | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=52674 | dst_port=5228 | flags=PUSH_SERVICE | payload=google_fcm_keepalive
ts=2026-05-25T17:55:01.859+00:00 | frame_id=88 | src_ip=192.168.50.44 | dst_ip=192.168.50.1 | src_mac=b8:27:eb:0a:13:7b | dst_mac=44:65:0d:10:20:01 | protocol=UDP | src_port=58546 | dst_port=123 | flags=NTP_SYNC | payload=time_sync
ts=2026-05-25T17:55:01.858+00:00 | frame_id=89 | src_ip=192.168.50.23 | dst_ip=142.250.72.238 | src_mac=28:6c:07:aa:11:09 | dst_mac=44:65:0d:10:20:01 | protocol=TCP | src_port=55591 | dst_port=443 | flags=TLS_CLIENT_HELLO | payload=encrypted_tls_session
